,0,1,2
91,StarLightCurves,91,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.09475761613861428, 0.13243632349758824, 3.6794621185941803, 1.1365950019319089, 0.0023819835426591596, 0.8243994794120714, 0.21375130526613845, 0.0, 0.11062227667357431, 0.15509500187021344, 1.3743390052087545, 0.3088639781708395, 0.2911814517672098, 242.6730678839472, 1240.011500477338, 2510.321442492006, 8159.78685524676, 2.2447828582930724, 0.3333333333333333, 0.22142883327050972, nan, nan, 163.20261530962085, nan, nan, 419.8181818181818, 38.41821597677875, 78.95217055197944, 4.441564176192866, 1.1122920574655566, 346.174773418681, 1167.9248775747226, 20.527435769247514, 21.433987535355136, 42.32800771498765, 111.81339026461514, 214.46394817893378, 54.74336802536941, 106.2703971204982, 60.365107676080356, 116.80318149028487, 10.460082234151768, 20.881517161493772, 0.612236947610068, 0.29470741018542623, 22, 0, 0, 3, 0.22943722943722944, 2, 9236, 1.0, 22, 14, 5.00986616857632, nan, 1.4049586238127665, 101.35330803046337, 196.4040357705447, 19.698374035091724, 23.26540119227965, 45.41812942867328, nan, -4.5890506150993104, 17.237980833382686, 0.025244983089943218, 0.07528862283474391, 55.39941881927775, 109.30585267208106, 2510.3214424920034, 5621.845788740724, 0.02641407492101396])"
92,Strawberry,92,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.08416885318381981, 0.0770882720079679, 2.455021823053225, 1.0874737793288194, 0.022380467955239063, 0.6708555556569293, nan, 0.0, 0.07065102760771286, 0.1398055839279316, 0.940224323354996, nan, nan, 0.722680028488724, 4.116214854337, 88.55186193594302, 323.3033724377973, 8.192004690078988, 0.5, 0.20213327112250237, nan, nan, 15.41144058548378, nan, nan, 44.68181818181818, 4.801083392967214, 16.704338448131686, 3.280472735146181, 1.0481261276217688, nan, nan, 0.8183377871163962, 1.243417361471501, 3.8081667172364817, 18.475322768321195, 40.71982558283534, 10.468984350482378, 21.37682112090787, 8.943902909030776, 17.35437363304124, 5.335703871750902, 11.594198065514027, 0.11477341126203995, 0.06593749012594347, 22, 0, 0, 2, 0.1341991341991342, 1, 983, 1.0, 22, 19, 20.390161676454383, nan, 0.4500471765557674, 13.1396188965703, 30.916868290621483, 0.8183377871163962, 3.2018530794433393, 9.056962524197951, nan, nan, nan, 0.09035053360325056, 0.2194875607106093, 9.668372796811106, 19.23292754850338, 88.55186193594301, 322.7110835790881, 0.5499528234442326])"
93,SwedishLeaf,93,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.07216809901497682, 0.06849602162990913, 2.8770248138195917, 0.6865010767951036, 0.019555555555555555, 0.5596032512416527, 0.2877253016032465, 0.0, 0.2656466229131759, 0.11517948913028359, 3.9068905956085187, 0.33014468197341573, 0.2803216815539749, 1.5866655220019272, 6.151719156434265, 16.24373283746439, 54.354455274964515, 3.7409827448936577, 0.06666666666666667, 0.0, nan, nan, 27.641694449006053, nan, nan, 51.13636363636363, 2.2723278145579155, 3.9759255686481576, 5.739566674876656, 0.6077574932700573, 4.490797573968336, 12.372802560413069, 27.180088499839027, 1.1108451884934283, 2.2109097094685346, 10.288119425340327, 17.64206075020203, 5.077622290984255, 8.721274918362338, 4.914463170442524, 9.247064138007792, 1.286406330493058, 2.872034645850996, 1.0443487345514546, 0.38003288039328226, 22, 0, 0, 15, 0.2857142857142857, 14, 1125, 0.0, 22, 14, 1.7548506726110673, nan, 5.460397222578024, 9.001713094847267, 15.32917300297782, 13.500327095392889, 1.9388488673112774, 3.6165041918180223, nan, -0.29002427699260197, 1.7045309777850413, 0.023808841918648595, 0.04265789653852736, 4.991533585574693, 9.057145365851456, 16.243732837464396, 45.497972833545084, 5.460185280117819e-05])"
94,Symbols,94,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.14781123762597498, 0.09389476858049992, 3.0478007762535864, 0.6006303261171593, 0.021568627450980392, 0.8961782382785127, 0.13280026594682567, 0.0, 0.29974514852907047, 0.16339469239489765, 2.5833604508342773, 0.4743880669918119, 0.3046135596010621, 77.31724622186309, 427.0728066593383, 819.5979760572819, 2893.342815347625, 1.9774229649968522, 0.16666666666666666, 0.00863635903746873, nan, nan, 92.77417258528219, nan, nan, 46.36363636363637, 25.861806276365893, 54.14992374372852, 4.324733367917941, 0.6198261936633139, 29.39160298368223, 141.8073147629693, 298.11355849065563, 16.17111143251392, 36.691925003899556, 50.25235088513637, 94.8834361789033, 23.41755044817122, 46.07267520373534, 25.606031330693874, 49.84464022369156, 5.208590010418026, 12.507721846408321, 1.306427859169922, 0.40538297303026505, 22, 0, 0, 6, 0.47619047619047616, 5, 1020, 0.0, 22, 5, 1.332926961761285, nan, 4.086220816362085, 45.04376087471835, 84.96604995902709, 243.98316522374367, 13.335173434282654, 25.929358945455242, nan, -0.9879277302559323, 5.291757376105248, 0.01477704436532276, 0.03591816588588959, 23.415696462404473, 46.13940698191545, 819.5979760572823, 2060.2626491243186, 1.0357409413630572e-06])"
95,SyntheticControl,95,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.11221151457497992, 0.12127290890639876, 2.7340333587717556, 0.41250394529154505, 0.03666666666666667, 0.7901055176581321, 0.2961324066155016, 0.0, 0.17787939669878858, 0.116561524765904, 2.584962500721156, 0.24402286464528647, 0.26759756374364585, 0.5955413831202546, 2.8247291175556635, 7.587725072508693, 23.220037107238987, 3.644414706681003, 0.16666666666666666, 0.0, nan, nan, 8.821618816357661, nan, nan, 27.272727272727273, 1.9416565792885954, 3.460472883108991, 4.609701580775851, 0.5425572465149789, 0.941121738391364, 4.388891490888901, 69.53749450000214, 1.3108393658912072, 2.378425820653724, 7.018211831564736, 11.398878010047873, 2.231248529971986, 3.790813690798946, 2.0133035150448273, 3.5622398401467827, 0.3173842597192052, 1.3083244933991467, 0.7092942787170623, 0.43308849916999426, 22, 0, 0, 6, 0.19047619047619047, 5, 600, 0.0, 22, 9, 2.8545825629905615, nan, 3.4721112541606796, 6.700827571845531, 10.624536754831546, 41.760501278942186, 1.4792104865880489, 2.3784003327095027, nan, 0.4298886190217731, 1.087255598967358, 0.027671754910423597, 0.034476014912933506, 2.020775346374912, 3.506046504688896, 7.5877250725086975, 18.883517316621315, 5.365127423890934e-05])"
96,ToeSegmentation1,96,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.07054261659714642, 0.04834540064936213, 2.563471055181567, 0.07095615912484295, 0.08208955223880597, 0.7407665549639242, nan, 0.0, 0.01937094031456285, 0.011954598065084636, 0.9985532860835362, 0.2533893087300502, 0.23459700186347593, 2.836875838726308, 14.899203745754354, 83.9905714741044, 267.59604588455, 13.197873166625113, 0.5, 0.03166149766506927, nan, nan, 17.217361455782573, nan, nan, 12.181818181818182, 6.627676417796878, 17.32686304826871, 3.486364174397559, 0.0783207381291472, 3.3850752482459936, 7.170727953509464, 1.215993256998693, 4.65661402475725, 11.92484425644691, 20.15129082919406, 40.35326457803817, 8.009469216136525, 14.521339959399313, 7.71130943433791, 14.024805028724064, 2.175857755397695, 4.854205851501752, 0.0756601668675439, 0.05021762367602089, 22, 0, 0, 2, 0.19913419913419914, 1, 268, 2.0, 22, 16, 32.88138252020198, nan, 0.5487350889531205, 17.975433073796367, 36.35841823176046, 1.215993256998693, 3.981222329327622, 8.448977636795519, nan, 0.4324363264267861, 1.2968574988708672, 0.011621067022679676, 0.017876864162889698, 7.750205961717298, 14.060008134219682, 83.99057147410443, 258.0078183187174, 0.4512649110468795])"
97,ToeSegmentation2,97,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.0745094192702147, 0.04532530833877272, 2.2345134660758452, 0.24026899067340557, 0.13253012048192772, 0.8143922174249344, nan, 0.0, 0.029309222298632167, 0.020948370273542974, 0.8160172973428258, 0.22668520330010647, 0.19280043820747492, 6.354783628298293, 35.08947937848482, 164.1096095223733, 479.94549403709374, 9.849938543541928, 0.5, 0.3492937111885355, nan, nan, 31.414045016841765, nan, nan, 7.545454545454546, 7.871030849930835, 19.298817565306962, 2.9676858508605264, 0.2243926010760126, 4.156574564211743, 8.262641535539126, 1.9694269329474214, 4.599285871237996, 9.799713207357337, 30.194342091971375, 61.44260939164742, 10.786771978379518, 19.726003213910452, 9.917862291882624, 18.253837147289655, 2.1723939952482274, 6.2587137538731605, 0.08284491255814426, 0.06065003733855039, 22, 0, 0, 2, 0.12121212121212122, 1, 166, 3.0, 22, 19, 25.972247263916945, nan, 0.6632346838023017, 28.021948096723143, 57.53548727474017, 1.9694269329474214, 5.730925876243101, 11.726758490763102, nan, 0.16144220873918638, 1.8482594441698101, 0.011819791216259729, 0.023252162791033662, 9.981085723979902, 18.370673022568724, 164.10960952237338, 449.9872606736252, 0.33676531619769834])"
98,Trace,98,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.19904692453477085, 0.1706035976507184, 1.9908986149430852, 0.6251750381012847, 0.11, 0.9875752510805776, 0.02073975610506622, 0.0, 0.3189229081698734, 0.1603480393628293, 2.0, nan, nan, 13.616423529240619, 116.7245096030206, 254.78367518000843, 846.0921942677446, 2.6149585644486173, 0.25, 0.0, nan, nan, 10.317642752572569, nan, nan, 9.090909090909092, 12.471837768001988, 28.617881499876656, 3.2260681403073566, 0.4898916702868564, nan, nan, 2425.75162264105, 4.6437524424082115, 12.545168019410978, 29.95405188947875, 65.33625810240711, 18.379762882866345, 41.141473316614935, 14.824530805461594, 35.0944436323334, 10.60637284718134, 24.91219771470663, 0.7648304746357287, 0.38353096454372626, 22, 0, 0, 4, 0.2813852813852814, 3, 200, 2.0, 22, 8, 1.6030586920471555, nan, 2.926774904607193, 19.34767904229741, 43.196614047049216, 1550.6201800249985, 6.581475048090818, 14.884144568362256, nan, nan, nan, 0.08504131725108682, 0.2192928770700363, 17.572982406910945, 40.01141249333002, 254.7836751800084, 642.9223781413148, 5.332986714362056e-08])"
99,TwoLeadECG,99,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.04384534973356994, 0.04721653428859266, 2.6286974489356787, 1.063031793421241, 0.0189328743545611, 0.8878091396735064, nan, 0.0, 0.04703145600593066, 0.1034764464631474, 1.0, 0.2183157084190498, 0.20874838821055877, 0.09727303003511124, 0.41759778003841247, 2.630450867233155, 8.717299851542183, 7.786808725424473, 0.5, 0.0, nan, nan, 2.804280261696141, nan, nan, 52.81818181818182, 0.6203354645329108, 1.115487154022752, 3.5002751343185334, 1.0087097523875508, 8.962704545066309, 21.942297162862072, 3.7215483055242604, 0.488123480875154, 0.9149222145327293, 8.356574762090862, 13.846316628901302, 4.847147306438606, 9.340248881901212, 4.74991693026236, 9.318599501188048, 3.5090909469950513, 8.021468220769128, 0.1284223146171461, 0.12326700261871776, 22, 0, 0, 2, 0.11255411255411256, 1, 1162, 0.0, 22, 19, 19.469164231873396, nan, 0.7882050684878116, 4.847483815095811, 7.802102369013549, 3.7215483055242604, 0.7570448057483327, 1.4680947913650637, nan, -0.21197059106759458, 2.6608442660395704, 0.05775042746345899, 0.08649420717357308, 4.759113926974013, 9.344132994319729, 2.630450867233159, 8.483114181233953, 0.21179493151218842])"
100,TwoPatterns,100,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.02898584638342455, 0.0511522201361423, 3.5213915693254054, 0.8415100092889723, 0.0044, 0.6822647577224545, 0.33976580063178524, 0.0, 0.00978625965865406, 0.02442238147626519, 1.9993591861331057, 0.2721457599087553, 0.3172495282910754, 0.10262019251357384, 0.494728717683706, 5.768641806807814, 22.896499897792, 19.059500027301148, 0.24999999999999997, 0.008614716091278531, nan, nan, 0.952311455884368, nan, nan, 227.27272727272728, 1.042697993886833, 2.1985954857731707, 5.415849830288952, 0.8414890597487188, 0.6820530245321342, 1.9611468450349414, 16.256561600007387, 0.8027281428120471, 1.7160489447400527, 6.682026067082125, 12.28486220798254, 3.5238061691977935, 6.4765797555437965, 3.5906408619616914, 6.6906317562618485, 1.2413576258803285, 2.6876659908827367, 0.10490092516955797, 0.29515227601282895, 22, 0, 0, 4, 0.2857142857142857, 3, 5000, 1.0, 22, 17, 32.568737011933486, nan, 1.6273371974481552, 5.440668441201796, 10.621935033368484, 14.669853016396416, 0.9668087674457584, 2.250357617166788, nan, 0.08553552241631199, 0.7204520033172445, 0.034726170698441666, 0.05286024474436908, 3.5793739089093193, 6.6826025715881725, 5.768641806807818, 22.774035539108187, 0.023287750170568635])"
101,UMD,101,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.07062093592078947, 0.05263721395161123, 2.086985441042628, 0.48522862910162884, 0.12222222222222222, 0.7800021934659038, 0.2630966017179192, 0.0, 0.09251991325197123, 0.0765002691155981, 1.584962500721156, 0.15922212747019984, 0.16302474346832435, 0.75361016018694, 3.970255872133725, 17.70867325660122, 54.539771827670236, 6.064934792354531, 0.3333333333333333, 0.0, nan, nan, 6.211241952007081, nan, nan, 8.181818181818182, 1.8725602683611335, 3.7715201506013347, 3.4106157832187054, 0.4562649073949524, 8.752614875597502, 20.22183746577773, 14.522445625780955, 0.99449044296978, 1.8965514478130865, 12.81880771015603, 23.22684365418542, 8.750233091689312, 16.08768916434066, 9.209763639922368, 16.861533159228255, 4.067642365224473, 9.142604873050605, 0.26133215854507835, 0.19852180132683137, 22, 1, 0, 3, 0.05194805194805195, 2, 180, 2.0, 22, 20, 6.985949577203047, nan, 1.2860266654587602, 8.751165344931557, 16.1109430206128, 13.97734207616367, 1.887880358281737, 3.8494327486077804, nan, -0.17047045949106662, 2.3720200712691817, 0.05254548149049145, 0.10728667879574809, 9.107932067061428, 16.70479107583109, 17.708673256601212, 51.15475562840068, 0.043212327685145165])"
